inflected_form	lemma	pos
adjacency's	adjacency	noun
adjacent	adjacent	adjective
adjacenter	adjacent	adjective
adjacentest	adjacent	adjective
adjectival	adjectival	adjective
adjectivaler	adjectival	adjective
adjectivalest	adjectival	adjective
adjective	adjective	adjective
adjective	adjective	noun
adjective's	adjective	noun
adjectiver	adjective	adjective
adjectives	adjective	noun
adjectives'	adjective	noun
adjectivest	adjective	adjective
adjoin	adjoin	verb
adjoined	adjoin	verb
adjoining	adjoin	verb
adjoins	adjoin	verb
adjourn	adjourn	verb
adjourned	adjourn	verb
adjourning	adjourn	verb
adjournment	adjournment	noun
adjournment's	adjournment	noun
adjournments	adjournment	noun
adjournments'	adjournment	noun
adjourns	adjourn	verb
adjudicate	adjudicate	verb
adjudicated	adjudicate	verb
adjudicates	adjudicate	verb
adjudicating	adjudicate	verb
adjudication	adjudication	noun
adjudication's	adjudication	noun
adjudications	adjudication	noun
adjudications'	adjudication	noun
adjudicator	adjudicator	noun
adjudicator's	adjudicator	noun
adjudicators	adjudicator	noun
adjudicators'	adjudicator	noun
adjunct	adjunct	adjective
adjunct	adjunct	noun
adjunct's	adjunct	noun
adjuncter	adjunct	adjective
adjunctest	adjunct	adjective
adjuncts	adjunct	noun
adjuncts'	adjunct	noun
adjust	adjust	verb
adjustable	adjustable	adjective
adjustabler	adjustable	adjective
adjustablest	adjustable	adjective
adjusted	adjust	verb
adjusted	adjusted	adjective
adjusteder	adjusted	adjective
adjustedest	adjusted	adjective
adjuster	adjuster	noun
adjuster's	adjuster	noun
adjusters	adjuster	noun
adjusters'	adjuster	noun
adjusting	adjust	verb
adjustment	adjustment	noun
adjustment's	adjustment	noun
adjustments	adjustment	noun
adjustments'	adjustment	noun
adjusts	adjust	verb
administer	administer	verb
administered	administer	verb
administering	administer	verb
administers	administer	verb
administration	administration	noun
administration's	administration	noun
administrations	administration	noun
administrations'	administration	noun
administrative	administrative	adjective
administrativer	administrative	adjective
administrativest	administrative	adjective
administrator	administrator	noun
administrator's	administrator	noun
administrators	administrator	noun
administrators'	administrator	noun
admirable	admirable	adjective
admirabler	admirable	adjective
admirablest	admirable	adjective
admiral	admiral	noun
admiral's	admiral	noun
admirals	admiral	noun
admirals'	admiral	noun
admiralties	admiralty	noun
admiralties'	admiralty	noun
admiralty	admiralty	noun
admiralty's	admiralty	noun
admiration	admiration	noun
admiration's	admiration	noun
admire	admire	verb
admired	admire	verb
admired	admired	adjective
admireder	admired	adjective
admiredest	admired	adjective
admirer	admirer	noun
admirer's	admirer	noun
admirers	admirer	noun
admirers'	admirer	noun
admires	admire	verb
admiring	admire	verb
admissibilities	admissibility	noun
admissibilities'	admissibility	noun
admissibility	admissibility	noun
admissibility's	admissibility	noun
admissible	admissible	adjective
admissibler	admissible	adjective
admissiblest	admissible	adjective
admission	admission	noun
admission's	admission	noun
admissions	admission	noun
admissions'	admission	noun
admit	admit	verb
admits	admit	verb
admittance	admittance	noun
admittance's	admittance	noun
admittances	admittance	noun
admittances'	admittance	noun
admitted	admit	verb
admitting	admit	verb
admixture	admixture	noun
admixture's	admixture	noun
admixtures	admixture	noun
admixtures'	admixture	noun
admonition	admonition	noun
admonition's	admonition	noun
admonitions	admonition	noun
admonitions'	admonition	noun
ado	ado	noun
ado's	ado	noun
adobe	adobe	noun
adobe's	adobe	noun
adolescence	adolescence	noun
adolescence's	adolescence	noun
adolescent	adolescent	adjective
adolescent	adolescent	noun
adolescent's	adolescent	noun
adolescenter	adolescent	adjective
adolescentest	adolescent	adjective
adolescents	adolescent	noun
adolescents'	adolescent	noun
adopt	adopt	verb
adopted	adopt	verb
adopted	adopted	adjective
adopteder	adopted	adjective
adoptedest	adopted	adjective
adopter	adopter	noun
adopter's	adopter	noun
adopters	adopter	noun
adopters'	adopter	noun
adopting	adopt	verb
adoption	adoption	noun
adoption's	adoption	noun
adoptions	adoption	noun
adoptions'	adoption	noun
adoptive	adoptive	adjective
adoptiver	adoptive	adjective
adoptivest	adoptive	adjective
adopts	adopt	verb
adorable	adorable	adjective
adorabler	adorable	adjective
adorablest	adorable	adjective
adoration	adoration	noun
adoration's	adoration	noun
adore	adore	verb
adored	adore	verb
adored	adored	adjective
adoreder	adored	adjective
adoredest	adored	adjective
adores	adore	verb
adoring	adore	verb
adoring	adoring	adjective
adoringer	adoring	adjective
adoringest	adoring	adjective
adorn	adorn	verb
adorned	adorn	verb
adorned	adorned	adjective
adorneder	adorned	adjective
adornedest	adorned	adjective
adorning	adorn	verb
adornment	adornment	noun
adornment's	adornment	noun
adornments	adornment	noun
adornments'	adornment	noun
adorns	adorn	verb
adrenaline	adrenaline	noun
adrenaline's	adrenaline	noun
adrift	adrift	adjective
adrifter	adrift	adjective
adriftest	adrift	adjective
adroit	adroit	adjective
adroiter	adroit	adjective
adroitest	adroit	adjective
adulation	adulation	noun
adulation's	adulation	noun
adult	adult	adjective
adult	adult	noun
adult's	adult	noun
adulter	adult	adjective
adulterated	adulterated	adjective
adulterateder	adulterated	adjective
adulteratedest	adulterated	adjective
adulteration	adulteration	noun
adulteration's	adulteration	noun
adulterations	adulteration	noun
adulterations'	adulteration	noun
adulteries	adultery	noun
adulteries'	adultery	noun
adulterous	adulterous	adjective
adulterouser	adulterous	adjective
adulterousest	adulterous	adjective
adultery	adultery	noun
adultery's	adultery	noun
adultest	adult	adjective
adulthood	adulthood	noun
adulthood's	adulthood	noun
adults	adult	noun
adults'	adult	noun
advance	advance	adjective
advance	advance	noun
advance	advance	verb
advance's	advance	noun
advanced	advance	verb
advanced	advanced	adjective
advanceder	advanced	adjective
advancedest	advanced	adjective
advancement	advancement	noun
advancement's	advancement	noun
advancements	advancement	noun
advancements'	advancement	noun
advancer	advance	adjective
advances	advance	noun
advances	advance	verb
advances'	advance	noun
advancest	advance	adjective
advancing	advance	verb
advancing	advancing	adjective
advancinger	advancing	adjective
advancingest	advancing	adjective
advantage	advantage	noun
advantage	advantage	verb
advantage's	advantage	noun
advantaged	advantage	verb
advantageous	advantageous	adjective
advantageouser	advantageous	adjective
advantageousest	advantageous	adjective
advantages	advantage	noun
advantages	advantage	verb
advantages'	advantage	noun
advantaging	advantage	verb
advent	advent	noun
advent's	advent	noun
adventitious	adventitious	adjective
adventitiouser	adventitious	adjective
adventitiousest	adventitious	adjective
advents	advent	noun
advents'	advent	noun
adventure	adventure	noun
adventure	adventure	verb
adventure's	adventure	noun
adventured	adventure	verb
adventurer	adventurer	noun
adventurer's	adventurer	noun
adventurers	adventurer	noun
adventurers'	adventurer	noun
adventures	adventure	noun
adventures	adventure	verb
adventures'	adventure	noun
adventuring	adventure	verb
adventurous	adventurous	adjective
adventurouser	adventurous	adjective
adventurousest	adventurous	adjective
adverb	adverb	noun
adverb's	adverb	noun
adverbial	adverbial	adjective
adverbial	adverbial	noun
adverbial's	adverbial	noun
adverbialer	adverbial	adjective
adverbialest	adverbial	adjective
adverbials	adverbial	noun
adverbials'	adverbial	noun
adverbs	adverb	noun
adverbs'	adverb	noun
adversaries	adversary	noun
adversaries'	adversary	noun
adversary	adversary	noun
adversary's	adversary	noun
adverse	adverse	adjective
adverser	adverse	adjective
adversest	adverse	adjective
adversities	adversity	noun
adversities'	adversity	noun
adversity	adversity	noun
adversity's	adversity	noun
advert	advert	noun
advert	advert	verb
advert's	advert	noun
adverted	advert	verb
adverting	advert	verb
advertise	advertise	verb
advertised	advertise	verb
advertised	advertised	adjective
advertiseder	advertised	adjective
advertisedest	advertised	adjective
advertisement	advertisement	noun
advertisement's	advertisement	noun
advertisements	advertisement	noun
advertisements'	advertisement	noun
advertiser	advertiser	noun
advertiser's	advertiser	noun
advertisers	advertiser	noun
advertisers'	advertiser	noun
advertises	advertise	verb
advertising	advertise	verb
advertising	advertising	noun
advertising's	advertising	noun
adverts	advert	noun
adverts	advert	verb
adverts'	advert	noun
advice	advice	noun
advice's	advice	noun
advices	advice	noun
advices'	advice	noun
advisable	advisable	adjective
advisabler	advisable	adjective
advisablest	advisable	adjective
advise	advise	verb
advised	advise	verb
advised	advised	adjective
adviseder	advised	adjective
advisedest	advised	adjective
adviser	adviser	noun
adviser's	adviser	noun
advisers	adviser	noun
advisers'	adviser	noun
advises	advise	verb
advising	advise	verb
advisor	advisor	noun
advisor's	advisor	noun
advisorier	advisory	adjective
advisories	advisory	noun
advisories'	advisory	noun
advisoriest	advisory	adjective
advisors	advisor	noun
advisors'	advisor	noun
advisory	advisory	adjective
advisory	advisory	noun
advisory's	advisory	noun
advocacies	advocacy	noun
advocacies'	advocacy	noun
advocacy	advocacy	noun
advocacy's	advocacy	noun
advocate	advocate	noun
advocate	advocate	verb
advocate's	advocate	noun
advocated	advocate	verb
advocates	advocate	noun
advocates	advocate	verb
advocates'	advocate	noun
advocating	advocate	verb
aeon	aeon	noun
aeon's	aeon	noun
aeons	aeon	noun
aeons'	aeon	noun
aerated	aerated	adjective
aerateder	aerated	adjective
aeratedest	aerated	adjective
aeration	aeration	noun
aeration's	aeration	noun
aerations	aeration	noun
aerations'	aeration	noun
aerial	aerial	adjective
aerial	aerial	noun
aerial's	aerial	noun
aerialer	aerial	adjective
aerialest	aerial	adjective
aerials	aerial	noun
aerials'	aerial	noun
aerobic	aerobic	adjective
aerobicer	aerobic	adjective
aerobicest	aerobic	adjective
aerodrome	aerodrome	noun
aerodrome's	aerodrome	noun
aerodromes	aerodrome	noun
aerodromes'	aerodrome	noun
aerodynamic	aerodynamic	adjective
aerodynamicer	aerodynamic	adjective
aerodynamicest	aerodynamic	adjective
aeronautic	aeronautic	adjective
aeronautical	aeronautical	adjective
aeronauticaler	aeronautical	adjective
aeronauticalest	aeronautical	adjective
aeronauticer	aeronautic	adjective
aeronauticest	aeronautic	adjective
aeroplane	aeroplane	noun
aeroplane's	aeroplane	noun
aeroplanes	aeroplane	noun
aeroplanes'	aeroplane	noun
aerosol	aerosol	noun
aerosol's	aerosol	noun
aerosols	aerosol	noun
aerosols'	aerosol	noun
aerospace	aerospace	noun
aerospace's	aerospace	noun
aerospaces	aerospace	noun
aerospaces'	aerospace	noun
aesthetic	aesthetic	adjective
aesthetic	aesthetic	noun
aesthetic's	aesthetic	noun
aestheticer	aesthetic	adjective
aestheticest	aesthetic	adjective
aesthetics	aesthetic	noun
aesthetics'	aesthetic	noun
aether	aether	noun
aether's	aether	noun
aethers	aether	noun
aethers'	aether	noun
affable	affable	adjective
affabler	affable	adjective
affablest	affable	adjective
affair	affair	noun
affair's	affair	noun
affaire	affaire	noun
affaire's	affaire	noun
affaires	affaire	noun
affaires'	affaire	noun
affairs	affair	noun
affairs'	affair	noun
affect	affect	noun
affect	affect	verb
affect's	affect	noun
affected	affect	verb
affected	affected	adjective
affecteder	affected	adjective
affectedest	affected	adjective
affecting	affect	verb
affecting	affecting	adjective
affectinger	affecting	adjective
affectingest	affecting	adjective
affection	affection	noun
affection's	affection	noun
affectionate	affectionate	adjective
affectionater	affectionate	adjective
affectionatest	affectionate	adjective
affections	affection	noun
affections'	affection	noun
affective	affective	adjective
affectiver	affective	adjective
affectivest	affective	adjective
affects	affect	noun
affects	affect	verb
affects'	affect	noun
affidavit	affidavit	noun
affidavit's	affidavit	noun
affidavits	affidavit	noun
affidavits'	affidavit	noun
affiliate	affiliate	noun
affiliate	affiliate	verb
affiliate's	affiliate	noun
affiliated	affiliate	verb
affiliated	affiliated	adjective
affiliateder	affiliated	adjective
affiliatedest	affiliated	adjective
affiliates	affiliate	noun
affiliates	affiliate	verb
affiliates'	affiliate	noun
affiliating	affiliate	verb
affiliation	affiliation	noun
affiliation's	affiliation	noun
affiliations	affiliation	noun
affiliations'	affiliation	noun
affinities	affinity	noun
affinities'	affinity	noun
affinity	affinity	noun
affinity's	affinity	noun
affirm	affirm	verb
affirmation	affirmation	noun
affirmation's	affirmation	noun
affirmations	affirmation	noun
affirmations'	affirmation	noun
affirmative	affirmative	adjective
affirmative	affirmative	noun
affirmative's	affirmative	noun
affirmativer	affirmative	adjective
affirmatives	affirmative	noun
affirmatives'	affirmative	noun
affirmativest	affirmative	adjective
affirmed	affirm	verb
affirming	affirm	verb
affirms	affirm	verb
affix	affix	noun
affix	affix	verb
affix's	affix	noun
affixed	affix	verb
affixed	affixed	adjective
affixeder	affixed	adjective
affixedest	affixed	adjective
affixes	affix	noun
affixes	affix	verb
affixes'	affix	noun
affixing	affix	verb
afflicted	afflicted	adjective
afflicteder	afflicted	adjective
afflictedest	afflicted	adjective
affliction	affliction	noun
affliction's	affliction	noun
afflictions	affliction	noun
afflictions'	affliction	noun
affluence	affluence	noun
affluence's	affluence	noun
affluent	affluent	adjective
affluent	affluent	noun
affluent's	affluent	noun
affluenter	affluent	adjective
affluentest	affluent	adjective
affluents	affluent	noun
affluents'	affluent	noun
afford	afford	verb
affordable	affordable	adjective
affordabler	affordable	adjective
affordablest	affordable	adjective
afforded	afford	verb
affording	afford	verb
affords	afford	verb
afforestation	afforestation	noun
afforestation's	afforestation	noun
affray	affray	noun
affray's	affray	noun
affrays	affray	noun
affrays'	affray	noun
affront	affront	noun
affront	affront	verb
affront's	affront	noun
affronted	affront	verb
affronting	affront	verb
affronts	affront	noun
affronts	affront	verb
affronts'	affront	noun
afghan	afghan	noun
afghan's	afghan	noun
afghani	afghani	noun
afghani's	afghani	noun
afghanis	afghani	noun
afghanis'	afghani	noun
afghans	afghan	noun
afghans'	afghan	noun
aficionado	aficionado	noun
aficionado's	aficionado	noun
aficionados	aficionado	noun
aficionados'	aficionado	noun
afire	afire	adjective
afirer	afire	adjective
afirest	afire	adjective
aflame	aflame	adjective
aflamer	aflame	adjective
aflamest	aflame	adjective
afloat	afloat	adjective
afloater	afloat	adjective
afloatest	afloat	adjective
afoot	afoot	adjective
afooter	afoot	adjective
afootest	afoot	adjective
aforementioned	aforementioned	adjective
aforementioneder	aforementioned	adjective
aforementionedest	aforementioned	adjective
aforesaid	aforesaid	adjective
aforesaider	aforesaid	adjective
aforesaidest	aforesaid	adjective
afoul	afoul	adjective
afouler	afoul	adjective
afoulest	afoul	adjective
afraid	afraid	adjective
afraider	afraid	adjective
